benchmark,benchmark_label,prior_tag,budget_fraction,method_key,method_label,family,parameter,n_runs,n_eligible,mean_regret,p90_regret,regret_mc_se,regret_ci95_low,regret_ci95_high,coverage,mean_selected_n,paired_n,paired_mean_delta,paired_mc_se,paired_ci95_low,paired_ci95_high
mmlu_computer_security,Computer Security,default,0.02,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,20,0.04149999999999993,0.05999999999999994,0.0029165399371867346,0.035499999999999934,0.04749999999999993,1.0,32.2,20,0.0015000000000000013,0.001113732193751892,0.0,0.0040000000000000036
mmlu_computer_security,Computer Security,default,0.02,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,20,0.04149999999999993,0.05999999999999994,0.0029165399371867346,0.035499999999999934,0.04749999999999993,1.0,32.2,20,0.0015000000000000013,0.001113732193751892,0.0,0.0040000000000000036
mmlu_computer_security,Computer Security,default,0.02,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,20,0.03949999999999994,0.05999999999999994,0.003200506364779013,0.033487499999999934,0.04599999999999994,1.0,32.6,20,-0.0004999999999999894,0.0019896850495987,-0.0044999999999999814,0.0030000000000000083
mmlu_computer_security,Computer Security,dataset,0.02,posterior_mean,Current posterior mean,baseline,,20,20,0.04499999999999995,0.08099999999999997,0.005428896450169836,0.03449999999999997,0.05599999999999995,1.0,41.0,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.02,empirical_mean,Observed sample mean,baseline,,20,20,0.046499999999999944,0.06999999999999995,0.004114458989074113,0.038499999999999944,0.05449999999999995,1.0,30.2,20,0.0014999999999999903,0.004487910325428649,-0.007500000000000012,0.009999999999999986
mmlu_computer_security,Computer Security,dataset,0.02,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,20,0.04499999999999995,0.08099999999999997,0.005428896450169836,0.03449999999999997,0.05599999999999995,1.0,41.0,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.02,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.02,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.02,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.02,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,20,0.04449999999999995,0.08099999999999997,0.005318448424460242,0.03449999999999996,0.05499999999999996,1.0,41.6,20,-0.0005000000000000004,0.00047765275268980974,-0.0015000000000000013,0.0
mmlu_computer_security,Computer Security,dataset,0.02,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
mmlu_computer_security,Computer Security,dataset,0.02,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,20,0.042999999999999955,0.08099999999999997,0.005486462637462526,0.032499999999999966,0.05399999999999996,1.0,42.4,20,-0.001999999999999996,0.0011876111190832468,-0.004499999999999993,0.0
mmlu_computer_security,Computer Security,default,0.05,posterior_mean,Current posterior mean,baseline,,20,20,0.04049999999999994,0.06099999999999996,0.003906270433379989,0.03299999999999996,0.048012499999999944,1.0,32.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.05,empirical_mean,Observed sample mean,baseline,,20,20,0.06249999999999996,0.09099999999999998,0.010652644581820357,0.04549999999999994,0.08599999999999994,1.0,20.2,20,0.02200000000000001,0.011066365638657009,0.0040000000000000036,0.04700000000000002
mmlu_computer_security,Computer Security,default,0.05,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,20,0.04049999999999994,0.06099999999999996,0.003906270433379989,0.03299999999999996,0.048012499999999944,1.0,32.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.05,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,20,0.04049999999999994,0.06099999999999996,0.003906270433379989,0.03299999999999996,0.048012499999999944,1.0,32.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.05,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,default,0.05,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,default,0.05,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,20,0.04149999999999994,0.06099999999999996,0.0037506206026343032,0.034499999999999933,0.04901249999999994,1.0,33.0,20,0.0009999999999999953,0.0009777049181153268,0.0,0.002999999999999986
mmlu_computer_security,Computer Security,default,0.05,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,20,0.04099999999999994,0.06099999999999996,0.003663949272884966,0.03399999999999993,0.04849999999999993,1.0,33.6,20,0.0004999999999999949,0.0011291939953254578,-0.0015000000000000013,0.002999999999999986
mmlu_computer_security,Computer Security,default,0.05,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,20,0.04099999999999994,0.06099999999999996,0.003663949272884966,0.03399999999999993,0.04849999999999993,1.0,33.6,20,0.0004999999999999949,0.0011291939953254578,-0.0015000000000000013,0.002999999999999986
mmlu_computer_security,Computer Security,default,0.05,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,20,0.04099999999999994,0.06099999999999996,0.003841545942094824,0.033499999999999946,0.04899999999999994,1.0,34.0,20,0.0005000000000000004,0.0013478652531839842,-0.0019999999999999905,0.002999999999999997
mmlu_computer_security,Computer Security,default,0.05,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,20,0.04099999999999994,0.06099999999999996,0.003663949272884966,0.03399999999999993,0.04849999999999993,1.0,33.6,20,0.0004999999999999949,0.0011291939953254578,-0.0015000000000000013,0.002999999999999986
mmlu_computer_security,Computer Security,default,0.05,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.04099999999999994,0.06099999999999996,0.003663949272884966,0.03399999999999993,0.04849999999999993,1.0,33.6,20,0.0004999999999999949,0.0011291939953254578,-0.0015000000000000013,0.002999999999999986
mmlu_computer_security,Computer Security,default,0.05,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,20,0.04099999999999994,0.06099999999999996,0.003663949272884966,0.03399999999999993,0.04849999999999993,1.0,33.6,20,0.0004999999999999949,0.0011291939953254578,-0.0015000000000000013,0.002999999999999986
mmlu_computer_security,Computer Security,default,0.05,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,20,0.04149999999999994,0.06099999999999996,0.003706238518222209,0.03399999999999995,0.04899999999999994,1.0,33.8,20,0.0009999999999999953,0.0012093297641580108,-0.0010000000000000009,0.0034999999999999866
mmlu_computer_security,Computer Security,default,0.05,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,20,0.04099999999999994,0.06099999999999996,0.003663949272884966,0.03399999999999993,0.04849999999999993,1.0,33.6,20,0.0004999999999999949,0.0011291939953254578,-0.0015000000000000013,0.002999999999999986
mmlu_computer_security,Computer Security,default,0.05,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,20,0.04099999999999994,0.06099999999999996,0.003663949272884966,0.03399999999999993,0.04849999999999993,1.0,33.6,20,0.0004999999999999949,0.0011291939953254578,-0.0015000000000000013,0.002999999999999986
mmlu_computer_security,Computer Security,default,0.05,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,20,0.04149999999999994,0.06099999999999996,0.003706238518222209,0.03399999999999995,0.04899999999999994,1.0,33.8,20,0.0009999999999999953,0.0012093297641580108,-0.0010000000000000009,0.0034999999999999866
mmlu_computer_security,Computer Security,default,0.05,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,20,0.039499999999999945,0.06099999999999996,0.003911509159378753,0.03249999999999995,0.04749999999999994,1.0,34.2,20,-0.0009999999999999953,0.002066242267283069,-0.005012499999999992,0.002999999999999986
mmlu_computer_security,Computer Security,dataset,0.05,posterior_mean,Current posterior mean,baseline,,20,20,0.040499999999999946,0.07099999999999997,0.004676676282473593,0.03149999999999996,0.04999999999999994,1.0,42.0,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.05,empirical_mean,Observed sample mean,baseline,,20,20,0.07449999999999994,0.212,0.014951945179964536,0.047999999999999945,0.10449999999999995,1.0,26.0,20,0.034,0.01712389223965847,0.002987499999999987,0.06749999999999999
mmlu_computer_security,Computer Security,dataset,0.05,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,20,0.03899999999999995,0.07099999999999997,0.004733252441892218,0.029999999999999964,0.04899999999999994,1.0,42.8,20,-0.0014999999999999957,0.0015134167238999865,-0.0044999999999999875,0.0
mmlu_computer_security,Computer Security,dataset,0.05,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.05,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.05,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.05,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,20,0.039499999999999945,0.06199999999999997,0.00445775982110102,0.03099999999999996,0.048499999999999946,1.0,43.2,20,-0.0010000000000000009,0.000671989076785717,-0.0025000000000000022,0.0
mmlu_computer_security,Computer Security,dataset,0.05,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,20,0.03299999999999996,0.05099999999999995,0.004388365014159312,0.024999999999999967,0.042512499999999946,1.0,45.2,20,-0.00749999999999999,0.003960587109286983,-0.015499999999999986,-0.0010000000000000009
mmlu_computer_security,Computer Security,dataset,0.05,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,20,0.03299999999999996,0.05099999999999995,0.004388365014159312,0.024999999999999967,0.042512499999999946,1.0,45.2,20,-0.00749999999999999,0.003960587109286983,-0.015499999999999986,-0.0010000000000000009
mmlu_computer_security,Computer Security,dataset,0.05,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,20,0.030499999999999954,0.04999999999999993,0.003301751893399248,0.023999999999999966,0.03699999999999994,1.0,45.6,20,-0.009999999999999992,0.004860366541004174,-0.02099999999999998,-0.0015000000000000013
mmlu_computer_security,Computer Security,dataset,0.05,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,20,0.03299999999999996,0.05099999999999995,0.004388365014159312,0.024999999999999967,0.042512499999999946,1.0,45.2,20,-0.00749999999999999,0.003960587109286983,-0.015499999999999986,-0.0010000000000000009
mmlu_computer_security,Computer Security,dataset,0.05,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.03299999999999996,0.05099999999999995,0.004388365014159312,0.024999999999999967,0.042512499999999946,1.0,45.2,20,-0.00749999999999999,0.003960587109286983,-0.015499999999999986,-0.0010000000000000009
mmlu_computer_security,Computer Security,dataset,0.05,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,20,0.03299999999999996,0.05099999999999995,0.004388365014159312,0.024999999999999967,0.042512499999999946,1.0,45.2,20,-0.00749999999999999,0.003960587109286983,-0.015499999999999986,-0.0010000000000000009
mmlu_computer_security,Computer Security,dataset,0.05,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,20,0.030499999999999954,0.04999999999999993,0.003301751893399248,0.023999999999999966,0.03699999999999994,1.0,45.6,20,-0.009999999999999992,0.004860366541004174,-0.02099999999999998,-0.0015000000000000013
mmlu_computer_security,Computer Security,dataset,0.05,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,20,0.03299999999999996,0.05099999999999995,0.004388365014159312,0.024999999999999967,0.042512499999999946,1.0,45.2,20,-0.00749999999999999,0.003960587109286983,-0.015499999999999986,-0.0010000000000000009
mmlu_computer_security,Computer Security,dataset,0.05,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,20,0.030499999999999954,0.04999999999999993,0.003301751893399248,0.023999999999999966,0.03699999999999994,1.0,45.6,20,-0.009999999999999992,0.004860366541004174,-0.02099999999999998,-0.0015000000000000013
mmlu_computer_security,Computer Security,dataset,0.05,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,20,0.030499999999999954,0.04999999999999993,0.003301751893399248,0.023999999999999966,0.03699999999999994,1.0,45.6,20,-0.009999999999999992,0.004860366541004174,-0.02099999999999998,-0.0015000000000000013
mmlu_computer_security,Computer Security,dataset,0.05,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,20,0.029999999999999954,0.04999999999999993,0.003289861842226949,0.023499999999999972,0.036499999999999935,1.0,45.8,20,-0.010499999999999992,0.0048600760631228096,-0.02101249999999999,-0.0020000000000000018
mmlu_computer_security,Computer Security,default,0.1,posterior_mean,Current posterior mean,baseline,,20,20,0.036999999999999936,0.05099999999999995,0.003511335996523327,0.029999999999999943,0.043999999999999935,1.0,54.0,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.1,empirical_mean,Observed sample mean,baseline,,20,20,0.03599999999999994,0.05099999999999995,0.003592304051496529,0.028999999999999953,0.04299999999999994,1.0,52.8,20,-0.0009999999999999953,0.0006584780507680872,-0.002499999999999991,0.0
mmlu_computer_security,Computer Security,default,0.1,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,20,0.036999999999999936,0.05099999999999995,0.003511335996523327,0.029999999999999943,0.043999999999999935,1.0,54.0,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.1,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,20,0.036999999999999936,0.05099999999999995,0.003511335996523327,0.029999999999999943,0.043999999999999935,1.0,54.0,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.1,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,5,0.02999999999999996,0.04599999999999993,0.008936937361930217,0.010000000000000009,0.04499999999999993,0.25,62.4,5,2.2204460492503132e-17,0.0061775407195217655,-0.013333333333333272,0.010000000000000009
mmlu_computer_security,Computer Security,default,0.1,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,default,0.1,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,20,0.03799999999999994,0.05099999999999995,0.0035389756071988305,0.030999999999999944,0.044512499999999934,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,20,0.03799999999999994,0.05099999999999995,0.0035389756071988305,0.030999999999999944,0.044512499999999934,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,20,0.03799999999999994,0.05099999999999995,0.0035389756071988305,0.030999999999999944,0.044512499999999934,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,20,0.037499999999999936,0.05099999999999995,0.003535438208104238,0.029999999999999954,0.044012499999999934,1.0,55.6,20,0.0005000000000000004,0.0011287094333729062,-0.0015000000000000013,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,20,0.03799999999999994,0.05099999999999995,0.0035389756071988305,0.030999999999999944,0.044512499999999934,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.03799999999999994,0.05099999999999995,0.0035389756071988305,0.030999999999999944,0.044512499999999934,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,20,0.03799999999999994,0.05099999999999995,0.0035389756071988305,0.030999999999999944,0.044512499999999934,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,20,0.037499999999999936,0.05099999999999995,0.003535438208104238,0.029999999999999954,0.044012499999999934,1.0,55.6,20,0.0005000000000000004,0.0011287094333729062,-0.0015000000000000013,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,20,0.03799999999999994,0.05099999999999995,0.0035389756071988305,0.030999999999999944,0.044512499999999934,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,20,0.03799999999999994,0.05099999999999995,0.0035389756071988305,0.030999999999999944,0.044512499999999934,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
mmlu_computer_security,Computer Security,default,0.1,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,20,0.03649999999999994,0.05099999999999995,0.003631409938045843,0.028999999999999953,0.04349999999999994,1.0,56.0,20,-0.0004999999999999949,0.0014788140149764894,-0.0034999999999999866,0.0025000000000000022
mmlu_computer_security,Computer Security,default,0.1,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,20,0.03599999999999994,0.05099999999999995,0.0035826737992107967,0.02899999999999995,0.04299999999999994,1.0,56.4,20,-0.0009999999999999953,0.0015418015929918307,-0.003999999999999992,0.0020000000000000074
mmlu_computer_security,Computer Security,dataset,0.1,posterior_mean,Current posterior mean,baseline,,20,20,0.024999999999999977,0.04099999999999994,0.004060047781490747,0.016999999999999994,0.03299999999999995,1.0,65.0,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.1,empirical_mean,Observed sample mean,baseline,,20,20,0.032999999999999974,0.06099999999999996,0.005285244702145919,0.022499999999999985,0.04349999999999997,1.0,52.2,20,0.007999999999999997,0.005074497046040151,-0.0015125000000000002,0.01849999999999998
mmlu_computer_security,Computer Security,dataset,0.1,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,20,0.024999999999999977,0.04099999999999994,0.004060047781490747,0.016999999999999994,0.03299999999999995,1.0,65.0,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.1,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.1,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.1,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.1,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,20,0.023499999999999976,0.039999999999999925,0.0034376511159795063,0.016499999999999994,0.02999999999999996,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
mmlu_computer_security,Computer Security,dataset,0.1,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,20,0.023499999999999976,0.039999999999999925,0.0034376511159795063,0.016499999999999994,0.02999999999999996,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
mmlu_computer_security,Computer Security,dataset,0.1,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,20,0.023499999999999976,0.039999999999999925,0.0034376511159795063,0.016499999999999994,0.02999999999999996,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
mmlu_computer_security,Computer Security,dataset,0.1,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,20,0.023499999999999976,0.039999999999999925,0.0034376511159795063,0.016499999999999994,0.02999999999999996,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
mmlu_computer_security,Computer Security,dataset,0.1,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,20,0.023499999999999976,0.039999999999999925,0.0034376511159795063,0.016499999999999994,0.02999999999999996,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
mmlu_computer_security,Computer Security,dataset,0.1,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.023499999999999976,0.039999999999999925,0.0034376511159795063,0.016499999999999994,0.02999999999999996,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
mmlu_computer_security,Computer Security,dataset,0.1,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,20,0.023499999999999976,0.039999999999999925,0.0034376511159795063,0.016499999999999994,0.02999999999999996,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
mmlu_computer_security,Computer Security,dataset,0.1,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,20,0.023499999999999976,0.039999999999999925,0.0034376511159795063,0.016499999999999994,0.02999999999999996,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
mmlu_computer_security,Computer Security,dataset,0.1,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,20,0.023499999999999976,0.039999999999999925,0.0034376511159795063,0.016499999999999994,0.02999999999999996,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
